Class,Dataset Name,Order,Variable Name,Label,Type,Codelist,Value list,Format,Role,Notes,Core
Findings,LB,2,DOMAIN,Domain Abbreviation,Char,,LB,,Identifier,Two-character abbreviation for the domain.,Req
Findings,LB,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all application or submissions involving the product. Either USUBJID or POOLID must be populated.,Exp
Findings,LB,4,POOLID,Pool Identifier,Char,,,,Identifier,"Identifier used for pooling subjects to assign a single finding to multiple subjects. If POOLID is entered, POOLDEF records must exist for each subject and the USUBJID must be null. Either USUBJID or POOLID must be populated.",Perm
Findings,LB,5,LBSEQ,Sequence Number,Num,,,,Identifier,"The sequence number must be unique for each record within a USUBJID or POOLID, whichever applies for the record.",Req
Findings,LB,6,LBGRPID,Group Identifier,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject or pool. This is not the treatment group number.,Perm
Findings,LB,7,LBREFID,Specimen Identifier,Char,,,,Identifier,Internal or external specimen identifier. Example: 1009570101.,Perm
Findings,LB,8,LBSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference identifier. Example: Line number on the Lab page.,Perm
Findings,LB,9,LBTESTCD,Lab Test or Examination Short Name,Char,LBTESTCD,,,Topic,"Short name of the measurement, test, or examination described in LBTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in LBTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). LBTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ALT, LDH.",Req
Findings,LB,10,LBTEST,Lab Test or Examination Name,Char,LBTEST,,,Synonym Qualifier,"Long name for LBTESTCD. The value in LBTEST cannot be longer than 40 characters. Examples: Alanine Aminotransferase, Lactate Dehydrogenase.",Req
Findings,LB,11,LBCAT,Category for Lab Test,Char,,,,Grouping Qualifier,"Used to define a category of the lab test performed. Examples: URINALYSIS, CLINICAL CHEMISTRY, HEMATOLOGY, etc.",Exp
Findings,LB,12,LBSCAT,Subcategory for Lab Test,Char,,,,Grouping Qualifier,"A further categorization of a test category. Examples: DIFFERENTIAL, LIVER FUNCTION, ELECTROLYTES.",Perm
Findings,LB,13,LBORRES,Result or Findings as Collected,Char,,,,Result Qualifier,Result of the measurement or finding as originally received or collected.,Exp
Findings,LB,14,LBORRESU,Unit of the Original Result,Char,UNIT,,,Variable Qualifier,The unit for the original result. The unit of the original result should be mapped to a synonymous unit on the Controlled Terminology (http://www.cdisc.org/terminology) list.,Exp
Findings,LB,15,LBORNRLO,Reference Range Lower Limit-Orig Unit,Char,,,,Variable Qualifier,Lower end of reference range used at the time of collection for continuous measurements in original units. Should be populated only for continuous results.,Perm
Findings,LB,16,LBORNRHI,Reference Range Upper Limit-Orig Unit,Char,,,,Variable Qualifier,Upper end of reference range used at the time of collection for continuous measurements in original units. Should be populated only for continuous results.,Perm
Findings,LB,17,LBSTRESC,Standardized Result in Character Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from LBORRES, in a standard format or standard units. LBSTRESC should store all results or findings in character format; if results are numeric, they should also be submitted in numeric format in LBSTRESN. For example, if a test has results NONE, NEG, and NEGATIVE in LBORRES and these results effectively have the same meaning, they could be represented in standard format in LBSTRESC as NEGATIVE. For other examples, see general assumptions.",Exp
Findings,LB,18,LBSTRESN,Standardized Result in Numeric Format,Num,,,,Result Qualifier,Used for numeric results or findings in standard format; contains the numeric form of LBSTRESC. LBSTRESN should store all numeric test results or findings.,Exp
Findings,LB,19,LBSTRESU,Unit of the Standardized Result,Char,UNIT,,,Variable Qualifier,Standardized unit used for LBSTRESC and LBSTRESN.,Exp
Findings,LB,20,LBSTNRLO,Reference Range Lower Limit-Std Unit,Num,,,,Variable Qualifier,Lower end of reference range for continuous measurements in standardized units. Should be populated only for continuous results.,Perm
Findings,LB,21,LBSTNRHI,Reference Range Upper Limit-Std Unit,Num,,,,Variable Qualifier,Upper end of reference range for continuous measurements in standardized units. Should be populated only for continuous results.,Perm
Findings,LB,22,LBSTNRC,Reference Range for Char Rslt-Std Unit,Char,,,,Variable Qualifier,"For normal range values that are character in ordinal scale or if categorical ranges were supplied (e.g., -1 to +1; NEGATIVE TO TRACE).",Perm
Findings,LB,23,LBNRIND,Reference Range Indicator,Char,,,,Variable Qualifier,"Indicates where value falls with respect to reference range defined by LBORNRLO and LBORNRHI, LBSTRNRLO and LBSTNRHI, or by LBSTNRC. Examples: NORMAL, ABNORMAL, HIGH, LOW. \n Sponsors should specify in the study metadata (Comments column in the data definition file) whether LBNRIND refers to the original or standard reference ranges and results. Should not be used to indicate biological significance.",Perm
Findings,LB,24,LBSTAT,Completion Status,Char,ND,,,Record Qualifier,Used to indicate when a test is not done or result is missing. Should be null if a result exists in LBORRES.,Perm
Findings,LB,25,LBREASND,Reason Not Done,Char,,,,Record Qualifier,"Describes why LBSTAT is NOT DONE, such as BROKEN EQUIPMENT or SPECIMEN LOST.",Perm
Findings,LB,26,LBNAM,Laboratory Name,Char,,,,Record Qualifier,Name or identifier of the laboratory or vendor that provided the test results.,Perm
Findings,LB,27,LBSPEC,Specimen Material Type,Char,SPEC,,,Record Qualifier,"Defines the type of specimen analyzed to obtain the measurement or finding. Examples: WHOLE BLOOD, SERUM, PLASMA, URINE, LIVER, HEART.",Exp
Findings,LB,28,LBANTREG,Anatomical Region of Specimen,Char,,,,Variable Qualifier,"Defines the specific anatomical or biological region of a tissue, organ specimen, or the region from which the specimen was obtained, such as a section or part of what is defined in the LBSPEC variable. If the anatomical region is not included in the specimen description LBSPEC, it may be included in this variable. This field can be a combination of terms where needed. This field can be null if not applicable. Examples: CORTEX, MEDULLA, MUCOSA, SEROSA, ISLET, ZONA FASICULATA, ZONA RETICULARIS, CRANIAL, MEDIAN, ACCESSORY, SPINAL, LUMBAR, FRONTAL.",Perm
Findings,LB,29,LBSPCCND,Specimen Condition,Char,,,,Record Qualifier,"Free or standardized text describing the condition of the specimen. Examples: HEMOLYZED, ICTERIC, LIPEMIC",Perm
Findings,LB,30,LBSPCUFL,Specimen Usability for the Test,Char,NY,,,Record Qualifier,Describes the usability of the specimen for the test. Should be N if the specimen is not usable; otherwise it should be null.,Perm
Findings,LB,31,LBLOC,Specimen Collection Location,Char,,,,Record Qualifier,Location relevant to the collection of specimen for the measurement.,Perm
Findings,LB,32,LBLAT,Specimen Laterality within Subject,Char,LAT,,,Variable Qualifier,"Qualifier for laterality of the specimen within the subject for paired specimens. Examples: LEFT, RIGHT, BILATERAL.",Perm
Findings,LB,33,LBDIR,Specimen Directionality within Subject,Char,DIR,,,Variable Qualifier,"Qualifier for directionality of the specimen within the subject. Examples: DORSAL, PROXIMAL.",Perm
Findings,LB,34,LBPORTOT,Portion or Totality,Char,PORTOT,,,Variable Qualifier,"Qualifier for anatomical location or specimen further detailing the portion or totality, which means arrangement of, or apportioning of. Examples: ENTIRE, SINGLE, SEGMENT, MANY.",Perm
Findings,LB,35,LBMETHOD,Method of Test or Examination,Char,,,,Record Qualifier,"Method of the test or examination. Examples: EIA (Enzyme Immunoassay), ELECTROPHORESIS, DIPSTICK.",Exp
Findings,LB,36,LBBLFL,Baseline Flag,Char,NY,,,Record Qualifier,A baseline indicator may be used to calculate differences or changes from baseline. Value should be Y or null. The baseline flag is sponsor defined.,Exp
Findings,LB,37,LBFAST,Fasting Status,Char,NY,,,Record Qualifier,Indicator used to identify fasting status. The value should be Y or null,Perm
Findings,LB,38,LBDRVFL,Derived Flag,Char,NY,,,Record Qualifier,"Used to indicate a derived record. The value should be Y or null. Records that represent the average of other records, or are not as originally received or collected are examples of records that might be derived for the submission datasets.",Perm
Findings,LB,39,LBTOX,Toxicity,Char,,,,Variable Qualifier,"Description of toxicity quantified by LBTOXGR. The sponsor is expected to provide the name and version of the scale used to map the terms, utilizing the data definition file external codelist attributes.",Perm
Findings,LB,40,LBTOXGR,Standard Toxicity Grade,Char,,,,Record Qualifier,"Records toxicity grade value using a standard toxicity scale (such as the NCI CTCAE). If value is from a numeric scale, represent only the number (e.g., ""2"" and not ""Grade 2""). The sponsor is expected to provide the name of the scale and version used to map the terms, utilizing the data definition file external codelist attributes.",Perm
Findings,LB,41,LBEXCLFL,Exclusion Flag,Char,NY,,,Record Qualifier,"""Y"" if the result should be excluded from all calculations, otherwise null.",Perm
Findings,LB,42,LBREASEX,Reason for Exclusion,Char,,,,Record Qualifier,"The reason the result should be excluded from all calculations. Used only when LBEXCLFL is ""Y"".",Perm
Findings,LB,43,LBUSCHFL,Unscheduled Flag,Char,NY,,,Record Qualifier,"Indicates whether the timing of the specimen collection was unscheduled. If a specimen collection was performed based upon a schedule defined in the protocol, this flag should be null. Expected values are ""Y"" or null.",Exp
Findings,LB,44,VISITDY,Planned Study Day of Collection,Num,,,,Timing,Planned study day of specimen collection. Should be an integer.,Perm
Findings,LB,45,LBDTC,Date/Time of Specimen Collection,Char,,,ISO 8601,Timing,"Date/Time of specimen collection, in IS0 8601 format.",Exp
Findings,LB,46,LBENDTC,End Date/Time of Specimen Collection,Char,,,ISO 8601,Timing,Date/Time of the end of specimen collection in ISO 8601 format. Should be populated only for continuous sample collection.,Perm
Findings,LB,47,LBDY,Study Day of Specimen Collection,Num,,,,Timing,"Study day of specimen collection, in integer days. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,LB,48,LBENDY,Study Day of End of Specimen Collection,Num,,,,Timing,"Study day of the end of specimen collection, in integer days. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,LB,49,LBNOMDY,Nominal Study Day for Tabulations,Num,,,,Timing,Nominal study day used for grouping records for specimen collections that may occur on different days into a single reported study day. Should be an integer.,Exp
Findings,LB,50,LBNOMLBL,Label for Nominal Study Day,Char,,,,Timing,"A label for a given value of LBNOMDY as presented in the study report. Examples: Week 4, Day 28, Terminal Sac.",Perm
Findings,LB,51,LBTPT,Planned Time Point Name,Char,,,,Timing,"Text Description of time when specimen should be taken. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See LBTPTNUM and LBTPTREF. Examples: Start, 5 min post.",Perm
Findings,LB,52,LBTPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of LBTPT to aid in sorting.,Perm
Findings,LB,53,LBELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601,Timing,"Elapsed time (in ISO 8601 format) relative to a planned fixed reference (LBTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""- P15M"" to represent the period of 15 minutes prior to the reference point indicated by LBTPTREF, or ""P8H"" to represent the period of 8 hours after the reference point indicated by LBTPTREF.",Perm
Findings,LB,54,LBTPTREF,Time Point Reference,Char,,,,Timing,"Name of the fixed reference point referred to by LBELTM, if used for LBTPTNUM, and LBTPT. It is recommended that LBTPTREF be as descriptive as possible so the reference time point can be inferred without looking at other variables. Examples: PREVIOUS DOSE, PREVIOUS MEAL.",Perm
Findings,LB,55,LBRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601,Timing,"Date/Time of the reference time point, LBTPTREF",Perm
Findings,MA,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,MA,2,DOMAIN,Domain Abbreviation,Char,,MA,,Identifier,Two-character code for the domain.,Req
Findings,MA,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,MA,4,FOCID,Focus of Study-Specific Interest,Char,,,,Identifier,"Identification of a focus of study-specific interest on or within a subject or specimen as defined in the protocol, for which a measurement, test, or examination was performed. An example could be a drug application site, e.g., ""Injection site 1,"" ""Biopsy site 1,"" ""Treated site 1."" the value in this variable should have inherent semantic value.",Perm
Findings,MA,5,MASEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,MA,6,MAGRPID,Group Identifier,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject. This is not the treatment group number.,Perm
Findings,MA,7,MAREFID,Specimen Reference Identifier,Char,,,,Identifier,Internal or external specimen identifier. Example: 1009570101.,Perm
Findings,MA,8,MASPID,Mass Identifier,Char,,,,Identifier,"Mass identifier such as MASS 1 or MASS A. Used when the mass was discovered during the in-life phase or during pathology and was assigned a mass identifier. The mass identification should be unique within the subject, regardless of mass location.",Perm
Findings,MA,9,MATESTCD,Macroscopic Examination Short Name,Char,MATESTCD,,,Topic,"Short name of the measurement, test, or examination described in MATEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in MATESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). MATESTCD cannot contain characters other than letters, numbers, or underscores.",Req
Findings,MA,10,MATEST,Macroscopic Examination Name,Char,MATEST,,,Synonym Qualifier,"Long name for MATESTCD. The value in MATEST cannot be longer than 40 characters. Extensible controlled values are Gross Pathological Examination, Clinical Signs Follow-up.",Req
Findings,MA,11,MABODSYS,Body System or Organ Class,Char,BODSYS,,,Record Qualifier,Body system or organ class associated with the specimen examined.,Perm
Findings,MA,12,MAORRES,Result or Findings as Collected,Char,,,,Result Qualifier,"Text description of the findings as originally received or collected, including the base gross pathological observation and any modifiers, such as severity, origin, classification, size, color, etc.",Exp
Findings,MA,13,MASTRESC,Standardized Result in Character Format,Char,,,,Result Qualifier,"Contains only the base gross pathological observation (e.g., ENLARGED) from MAORRES, without any modifiers. If the examination was completed and there were no findings, the value must be UNREMARKABLE.",Exp
Findings,MA,14,MASTAT,Completion Status,Char,ND,,,Record Qualifier,Used to indicate examination not done or result is missing. Should be null if a result exists in MAORRES.,Perm
Findings,MA,15,MAREASND,Reason Not Done,Char,,,,Record Qualifier,"Describes why MASTAT is NOT DONE. Example: Tissue not examined, Tissue Autolyzed.",Perm
Findings,MA,16,MANAM,Laboratory Name,Char,,,,Record Qualifier,Name or identifier of the laboratory or vendor that provided the test results.,Perm
Findings,MA,17,MASPEC,Specimen Material Type,Char,SPEC,,,Record Qualifier,"Defines the type of tissue, organ, or fluid examined. Examples: GLAND, ADRENAL; KIDNEY; VESSEL, LYMPHATIC. See also Assumption 4.b.",Exp
Findings,MA,18,MAANTREG,Anatomical Region of Specimen,Char,,,,Variable Qualifier,"Defines the specific anatomical or biological region of a tissue, organ specimen, or the region from which the specimen was obtained, such as a section or part of what is defined in the MASPEC variable. If the anatomical region is not included in the specimen description MASPEC, it may be included in this variable. This field can be a combination of terms where needed. This field can be null if not applicable. Examples: CORTEX, MEDULLA, MUCOSA, SEROSA, ISLET, ZONA FASICULATA, ZONA RETICULARIS, CRANIAL, MEDIAN, ACCESSORY, SPINAL, LUMBAR, FRONTAL.",Perm
Findings,MA,19,MASPCCND,Specimen Condition,Char,,,,Record Qualifier,Free or standardized text describing the condition of the specimen. Example: AUTOLYZED.,Perm
Findings,MA,20,MASPCUFL,Specimen Usability for the Test,Char,NY,,,Record Qualifier,"Describes the usability of the specimen for the test. Should be ""N"" if the specimen is not usable; otherwise it should be null.",Perm
Findings,MA,21,MALAT,Specimen Laterality within Subject,Char,LAT,,,Variable Qualifier,"Qualifier for laterality of the specimen within the subject for paired specimens. Examples: LEFT, RIGHT, BILATERAL.",Perm
Findings,MA,22,MADIR,Specimen Directionality within Subject,Char,DIR,,,Variable Qualifier,"Qualifier for directionality of the specimen within the subject. Examples: DORSAL, PROXIMAL.",Perm
Findings,MA,23,MAPORTOT,Portion or Totality,Char,PORTOT,,,Variable Qualifier,"Qualifier for anatomical location or specimen further detailing the portion or totality, which means arrangement of, or apportioning of. Examples: ENTIRE, SINGLE, SEGMENT, MANY.",Perm
Findings,MA,24,MAEVAL,Evaluator,Char,,,,Record Qualifier,"Role of the person who provided the evaluation. Used only for results that are subjective (i.e., assigned by a person or a group). Examples: PRINCIPAL PATHOLOGIST, PEER REVIEW, SPONSOR PATHOLOGIST.",Perm
Findings,MA,25,MASEV,Severity,Char,SEV,,,Record Qualifier,"Describes the severity or intensity of a particular finding. Examples: MILD, MODERATE, SEVERE.",Perm
Findings,MA,26,MADTHREL,Relationship to Death,Char,NY,,,Record Qualifier,"Describes the relationship of a particular finding to the death of a subject (""Y"" = caused death, ""N"" = did not cause death, ""U"" = unknown). May be left null if not available.",Perm
Findings,MA,27,MADTC,Date/Time,Char,,,ISO 8601,Timing,"For a specimen collected or observed post mortem, this is the date/time of subject disposition in ISO 8601 format.",Perm
Findings,MA,28,MADY,Study Day,Num,,,,Timing,"For a specimen collected or observed post mortem, this is the study day of subject disposition, in integer days. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,MI,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,MI,2,DOMAIN,Domain Abbreviation,Char,,MI,,Identifier,Two-character abbreviation for the domain.,Req
Findings,MI,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,MI,4,FOCID,Focus of Study-Specific Interest,Char,,,,Identifier,"Identification of a focus of study-specific interest on or within a subject or specimen as defined in the protocol for which a measurement, test, or examination was performed. An example could be a drug application site, e.g., ""Injection site 1,"" ""Biopsy site 1,"" ""Treated site 1."" the value in this variable should have inherent semantic value.",Perm
Findings,MI,5,MISEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,MI,6,MIGRPID,Group Identifier,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject. This is not the treatment group number.,Perm
Findings,MI,7,MIREFID,Specimen Reference Identifier,Char,,,,Identifier,Internal or external specimen identifier. Example: Specimen barcode number.,Perm
Findings,MI,8,MISPID,Mass Identifier,Char,,,,Identifier,"Mass identifier such as MASS 1 or MASS A. Used when the mass was discovered during the in-life phase or during pathology and was assigned a mass identifier. The mass identification should be unique within the subject, regardless of mass location.",Perm
Findings,MI,9,MITESTCD,Microscopic Examination Short Name,Char,MITESTCD,,,Topic,"Short name of the measurement, test, or examination described in MITEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in MITESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). MITESTCD cannot contain characters other than letters, numbers, or underscores. Extensible controlled value is MIEXAM covering an assessment by microscope (e.g., light, elctron, confocal, etc).",Req
Findings,MI,10,MITEST,Microscopic Examination Name,Char,MITEST,,,Synonym Qualifier,Long name for MITESTCD. The value in MITEST cannot be longer than 40 characters. Extensible controlled value is Microscopic Examination.,Req
Findings,MI,11,MIBODSYS,Body System or Organ Class,Char,BODSYS,,,Record Qualifier,Body system or organ class associated with the specimen examined.,Perm
Findings,MI,12,MIORRES,Result or Findings as Collected,Char,,,,Result Qualifier,"Microscopic finding as originally recorded, including all modifiers.",Exp
Findings,MI,13,MISTRESC,Standardized Result in Character Format,Char,NONNEO,,,Result Qualifier,"For non-neoplastic findings, contains only the base pathological process (e.g., NECROSIS) without any modifiers such as severity, distribution, chronicity or characteristics. If the examination was completed and there were no findings, the value must be UNREMARKABLE. The base pathological process from MIORRES should be mapped to a synonymous term from the controlled list, NONNEO, where possible. \n Neoplastic findings must be populated using the NEOPLASM controlled list.",Exp
Findings,MI,14,MIRESCAT,Result Category,Char,MIRESCAT,,,Variable Qualifier,Used to categorize the result of a finding. Example: MALIGNANT for tumor findings or NON-NEOPLASTIC for pathology findings.,Perm
Findings,MI,15,MICHRON,Chronicity of Finding,Char,CHRNCTY,,,Variable Qualifier,"Describes the apparent relative duration of a particular finding. Examples: ACUTE, CHRONIC.",Exp
Findings,MI,16,MIDISTR,Distribution Pattern of Finding,Char,DSTRBN,,,Variable Qualifier,"Distribution pattern of a particular finding(s) within the examined area. Examples: DIFFUSE, FOCAL, MULTIFOCAL.",Exp
Findings,MI,17,MISTAT,Completion Status,Char,ND,,,Record Qualifier,Used to indicate a test was not done or a test was attempted but did not generate a result. Should be null or have a value of NOT DONE.,Perm
Findings,MI,18,MIREASND,Reason Not Done,Char,,,,Record Qualifier,"Describes why MISTAT is NOT DONE, such as SAMPLE AUTOLYZED or SPECIMEN LOST.",Perm
Findings,MI,19,MINAM,Laboratory Name,Char,,,,Record Qualifier,Name or identifier of the laboratory or vendor that provided the test results.,Perm
Findings,MI,20,MISPEC,Specimen Material Type,Char,SPEC,,,Record Qualifier,"Defines the type of tissue, orgain, or fluid specimen examined. Examples: LIVER, HEART, BONE MARROW.",Req
Findings,MI,21,MIANTREG,Anatomical Region of Specimen,Char,,,,Variable Qualifier,"The protocol-defined subregion of the specimen examined. Example: Cortex or Medulla (if the MISPEC is, for example, GLAND, ADRENAL).",Perm
Findings,MI,22,MISPCCND,Specimen Condition,Char,,,,Record Qualifier,Free or standardized text describing the condition of the specimen. Example: AUTOLYZED.,Exp
Findings,MI,23,MISPCUFL,Specimen Usability for the Test,Char,NY,,,Record Qualifier,"Describes the usability of the specimen for the test. Should be ""N"" if the specimen is not usable; otherwise it should be null.",Exp
Findings,MI,24,MILAT,Specimen Laterality within Subject,Char,LAT,,,Variable Qualifier,"Qualifier for laterality of the specimen within the subject for paired specimens. Examples: LEFT, RIGHT, BILATERAL.",Perm
Findings,MI,25,MIDIR,Specimen Directionality within Subject,Char,DIR,,,Variable Qualifier,"Qualifier for directionality of the specimen within the subject. Examples: DORSAL, PROXIMAL.",Perm
Findings,MI,26,MIMETHOD,Method of Test or Examination,Char,,,,Record Qualifier,Method of the test or examination. This could be different types of staining used for the slides whenever appropriate. Example: H&E.,Perm
Findings,MI,27,MIEVAL,Evaluator,Char,,,,Record Qualifier,"Role of the person who provided the evaluation. Examples: TOX PATHOLOGIST, PEER REVIEW, SPONSOR PATHOLOGIST.",Perm
Findings,MI,28,MISEV,Severity,Char,SEV,,,Record Qualifier,Describes the severity of a particular finding.,Exp
Findings,MI,29,MIDTHREL,Relationship to Death,Char,NY,,,Record Qualifier,"Describes the relationship of a particular finding to the death of a subject (""Y"" = caused death, ""N"" = did not cause death, ""U"" = unknown). May be left null if not available.",Perm
Findings,MI,30,MIDTC,Date/Time,Char,,,ISO 8601,Timing,"For a specimen collected or observed post mortem, this is the date/time of subject disposition, in ISO 8601 format.",Perm
Findings,MI,31,MIDY,Study Day,Num,,,,Timing,"For a specimen collected or observed post mortem, this is the study day of subject disposition, in integer days. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,OM,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,OM,2,DOMAIN,Domain Abbreviation,Char,,OM,,Identifier,Two-character abbreviation for the domain.,Req
Findings,OM,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,OM,4,OMSEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,OM,5,OMTESTCD,Test Short Name,Char,OMTESTCD,,,Topic,"Short name of the measurement, test, or examination described in OMTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in OMTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). OMTESTCD cannot contain characters other than letters, numbers, or underscores.",Req
Findings,OM,6,OMTEST,Test Name,Char,OMTEST,,,Synonym Qualifier,Long name for OMTESTCD. The value in OMTEST cannot be longer than 40 characters.,Req
Findings,OM,7,OMORRES,Result or Findings as Collected,Char,,,,Result Qualifier,Result of the measurement or finding as originally received or collected.,Exp
Findings,OM,8,OMORRESU,Unit of the Original Result,Char,UNIT,,,Variable Qualifier,The unit for the original result. The unit of the original result should be mapped to a synonymous unit on the Controlled Terminology (http://www.cdisc.org/terminology) list.,Exp
Findings,OM,9,OMSTRESC,Standardized Result in Character Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from OMORRES in a standard format or in standard units. OMSTRESC should store all results or findings in character format; if results are numeric, they should also be submitted in numeric format in OMSTRESN.",Exp
Findings,OM,10,OMSTRESN,Standardized Result in Numeric Format,Num,,,,Result Qualifier,Used for numeric results or findings in standard format; contains the numeric form of OMSTRESC. OMSTRESN should store all numeric test results or findings.,Exp
Findings,OM,11,OMSTRESU,Unit of the Standardized Result,Char,UNIT,,,Variable Qualifier,Standardized unit used for OMSTRESC and OMSTRESN.,Exp
Findings,OM,12,OMSTAT,Completion Status,Char,ND,,,Record Qualifier,Used to indicate when a test is not done or result is missing. Should be null if a result exists in OMORRES.,Perm
Findings,OM,13,OMREASND,Reason Not Done,Char,,,,Record Qualifier,"Describes why OMSTAT is NOT DONE, such as BROKEN EQUIPMENT or TECHNICIAN OVERSIGHT.",Perm
Findings,OM,14,OMSPEC,Specimen Material Type,Char,SPEC,,,Record Qualifier,"Defines the type of tissue, organ, or fluid specimen used as the object for the finding. Examples: GLAND, ADRENAL, KIDNEY, VESSEL, LYMPHATIC.",Req
Findings,OM,15,OMANTREG,Anatomical Region of Specimen,Char,,,,Variable Qualifier,"Defines the specific anatomical or biological region of a tissue, organ specimen, or the region from which the specimen was obtained, such as a section or part of what is defined in the OMSPEC variable. If the anatomical region is not included in the specimen description OMSPEC, it may be included in this variable. This field can be a combination of terms where needed. This field can be blank if not applicable. Examples: CORTEX, MEDULLA, MUCOSA, SEROSA, ISLET, ZONA FASICULATA, ZONA RETICULARIS, CRANIAL, MEDIAN, ACCESSORY, SPINAL, LUMBAR, FRONTAL.",Perm
Findings,OM,16,OMSPCCND,Specimen Condition,Char,,,,Record Qualifier,Free or standardized text describing the condition of the specimen. Example: FIXED.,Perm
Findings,OM,17,OMSPCUFL,Specimen Usability for the Test,Char,NY,,,Record Qualifier,"Describes the usability of the specimen for the test. Should be ""N"" if the specimen is not usable; otherwise it should be null.",Perm
Findings,OM,18,OMLAT,Specimen Laterality within Subject,Char,LAT,,,Variable Qualifier,"Qualifier for laterality of the specimen within the subject for paired specimens. Examples: LEFT, RIGHT, BILATERAL.",Perm
Findings,OM,19,OMDIR,Specimen Directionality within Subject,Char,DIR,,,Variable Qualifier,"Qualifier for directionality of the specimen within the subject. Examples: DORSAL, PROXIMAL.",Perm
Findings,OM,20,OMPORTOT,Portion or Totality,Char,PORTOT,,,Variable Qualifier,"Qualifier for anatomical location or specimen further detailing the portion or totality, which means arrangement of, or apportioning of. Examples: ENTIRE, SINGLE, SEGMENT, MANY.",Perm
Findings,OM,21,OMEXCLFL,Exclusion Flag,Char,NY,,,Record Qualifier,"""Y"" if the result should be excluded from all calculations, otherwise null.",Perm
Findings,OM,22,OMREASEX,Reason for Exclusion,Char,,,,Record Qualifier,"The reason the result should be excluded from all calculations. Used only when OMEXCLFL is ""Y"".",Perm
Findings,OM,23,OMDTC,Date/Time Organ Measured,Char,,,ISO 8601,Timing,"Date/Time of specimen/tissue weighing, in ISO 8601 format.",Exp
Findings,OM,24,OMDY,Study Day of Measurement,Num,,,,Timing,"Study day of specimen/tissue weighing, in integer days. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,OM,25,OMNOMDY,Nominal Study Day for Tabulations,Num,,,,Timing,Nominal study day: Used for grouping records for observations that may occur on different days into a single reported study day. Should be an integer.,Exp
Findings,OM,26,OMNOMLBL,Label for Nominal Study Day,Char,,,,Timing,"A label for a given value of OMNOMDY as presented in the study report (examples: ""Week 4,"" ""Day 28,"" ""Terminal Sac"").",Perm
Findings,PM,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,PM,2,DOMAIN,Domain Abbreviation,Char,,PM,,Identifier,Two-character abbreviation for the domain.,Req
