Class,Dataset Name,Order,Variable Name,Label,Type,Codelist,Value list,Format,Role,Notes,Core
Interventions,PR,32,PRSTDTC,Start Date/Time of Procedure,Char,,,ISO 8601 datetime or interval,Timing,Start date/time of the procedure represented in ISO 8601 character format.,Exp
Interventions,PR,33,PRENDTC,End Date/Time of Procedure,Char,,,ISO 8601 datetime or interval,Timing,End date/time of the procedure represented in ISO 8601 character format.,Perm
Interventions,PR,34,PRSTDY,Study Day of Start of Procedure,Num,,,,Timing,Study day of start of procedure expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.,Perm
Interventions,PR,35,PRENDY,Study Day of End of Procedure,Num,,,,Timing,Study day of end of procedure expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.,Perm
Interventions,PR,36,PRDUR,Duration of Procedure,Char,,,ISO 8601 duration,Timing,Collected duration of a procedure represented in ISO 8601 character format. Used only if collected on the CRF and not derived from start and end date/times.,Perm
Interventions,PR,37,PRTPT,Planned Time Point Name,Char,,,,Timing,"Text description of time when a procedure should be performed. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See PRTPTNUM and PRTPTREF.",Perm
Interventions,PR,38,PRTPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of planned time point used in sorting.,Perm
Interventions,PR,39,PRELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601 duration,Timing,"Planned elapsed time in ISO 8601 format relative to a planned fixed reference (PRTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date/time variable, but an interval, represented as ISO duration.",Perm
Interventions,PR,40,PRTPTREF,Time Point Reference,Char,,,,Timing,"Description of the fixed reference point referred to by PRELTM, PRTPTNUM, and PRTPT.",Perm
Interventions,PR,41,PRRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601 datetime or interval,Timing,Date/time for a fixed reference time point defined by PRTRTREF in ISO 8601 character format.,Perm
Interventions,PR,42,PRSTRTPT,Start Relative to Reference Time Point,Char,C66728,,,Timing,"Identifies the start of the observation as being before or after the sponsor-defined reference time point defined by variable PRSTTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.",Perm
Interventions,PR,43,PRSTTPT,Start Reference Time Point,Char,,,,Timing,"Description or date/time in ISO 8601 character format of the sponsor-defined reference point referred to by PRSTRTPT. Examples: ""2003-12-15"", ""VISIT 1"".",Perm
Interventions,PR,44,PRENRTPT,End Relative to Reference Time Point,Char,C66728,,,Timing,"Identifies the end of the observation as being before or after the sponsor-defined reference time point defined by variable PRENTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.",Perm
Interventions,PR,45,PRENTPT,End Reference Time Point,Char,,,,Timing,"Description or date/time in ISO 8601 character format of the sponsor-defined reference point referred to by PRENRTPT. Examples: ""2003-12-25"", ""VISIT 2"".",Perm
Interventions,SU,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Interventions,SU,2,DOMAIN,Domain Abbreviation,Char,,SU,,Identifier,Two-character abbreviation for the domain.,Req
Interventions,SU,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Interventions,SU,4,SUSEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Interventions,SU,5,SUGRPID,Group ID,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject.,Perm
Interventions,SU,6,SUSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a Tobacco & Alcohol Use CRF page.,Perm
Interventions,SU,7,SUTRT,Reported Name of Substance,Char,,,,Topic,"Substance name. Examples: ""CIGARETTES"", ""COFFEE"".",Req
Interventions,SU,8,SUMODIFY,Modified Substance Name,Char,,,,Synonym Qualifier,"If SUTRT is modified, then the modified text is placed here.",Perm
Interventions,SU,9,SUDECOD,Standardized Substance Name,Char,,,,Synonym Qualifier,Standardized or dictionary-derived text description of SUTRT or SUMODIFY if the sponsor chooses to code the substance use. The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the external codelist element in the Define-XML document.,Perm
Interventions,SU,10,SUCAT,Category for Substance Use,Char,,,,Grouping Qualifier,"Used to define a category of related records. Examples: ""TOBACCO"", ""ALCOHOL"", or ""CAFFEINE"".",Perm
Interventions,SU,11,SUSCAT,Subcategory for Substance Use,Char,,,,Grouping Qualifier,"A further categorization of substance use. Examples: ""CIGARS"", ""CIGARETTES"", ""BEER"", ""WINE"".",Perm
Interventions,SU,12,SUPRESP,SU Pre-Specified,Char,C66742,,,Variable Qualifier,"Used to indicate whether (""Y""/null) information about the use of a specific substance was solicited on the CRF.",Perm
Interventions,SU,13,SUOCCUR,SU Occurrence,Char,C66742,,,Record Qualifier,"When the use of specific substances is solicited, SUOCCUR is used to indicate whether (""Y""/""N"") a particular prespecified substance was used. Values are null for substances not specifically solicited.",Perm
Interventions,SU,14,SUSTAT,Completion Status,Char,C66789,,,Record Qualifier,"When the use of prespecified substances is solicited, the completion status indicates that there was no response to the question about the prespecified substance. When there is no prespecified list on the CRF, then the completion status indicates that substance use was not assessed for the subject.",Perm
Interventions,SU,15,SUREASND,Reason Substance Use Not Collected,Char,,,,Record Qualifier,"Describes the reason substance use was not collected. Used in conjunction with SUSTAT when value of SUSTAT is ""NOT DONE"".",Perm
Interventions,SU,16,SUCLAS,Substance Use Class,Char,,,,Variable Qualifier,"Substance use class. May be obtained from coding. When coding to a single class, populate with class value. If using a dictionary and coding to multiple classes, then follow Section 4.2.8.3, Multiple Values for a Non-result Qualifier Variable, or omit SUCLAS.",Perm
Interventions,SU,17,SUCLASCD,Substance Use Class Code,Char,,,,Variable Qualifier,Code corresponding to SUCLAS. May be obtained from coding.,Perm
Interventions,SU,18,SUDOSE,Substance Use Consumption,Num,,,,Record Qualifier,Amount of SUTRT consumed. Not populated if SUDOSTXT is populated.,Perm
Interventions,SU,19,SUDOSTXT,Substance Use Consumption Text,Char,,,,Record Qualifier,Substance use consumption amounts or a range of consumption information collected in text form. Not populated if SUDOSE is populated.,Perm
Interventions,SU,20,SUDOSU,Consumption Units,Char,C71620,,,Variable Qualifier,"Units for SUDOSE, SUDOSTOT, or SUDOSTXT. Examples: ""oz"", ""CIGARETTE"", ""PACK"", ""g"".",Perm
Interventions,SU,21,SUDOSFRM,Dose Form,Char,C66726,,,Variable Qualifier,"Dose form for SUTRT. Examples: ""INJECTABLE"", ""LIQUID"", ""POWDER"".",Perm
Interventions,SU,22,SUDOSFRQ,Use Frequency Per Interval,Char,C71113,,,Variable Qualifier,"Usually expressed as the number of repeated administrations of SUDOSE within a specific time period. Example: ""Q24H"" (every day).",Perm
Interventions,SU,23,SUDOSTOT,Total Daily Consumption,Num,,,,Record Qualifier,"Total daily use of SUTRT using the units in SUDOSU. Used when dosing is collected as total daily dose. If a sponsor needs to aggregate the data over a period other than daily, then the aggregated total could be recorded in a supplemental qualifier variable.",Perm
Interventions,SU,24,SUROUTE,Route of Administration,Char,C66729,,,Variable Qualifier,"Route of administration for SUTRT. Examples: ""ORAL"", ""INTRAVENOUS"".",Perm
Interventions,SU,25,TAETORD,Planned Order of Element within Arm,Num,,,,Timing,Number that gives the planned order of the element within the arm for the element in which the substance use started. Null for substances that started before study participation.,Perm
Interventions,SU,26,EPOCH,Epoch,Char,C99079,,,Timing,Epoch associated with the start date/time of the substance use. Null for substances that started before study participation.,Perm
Interventions,SU,27,SUSTDTC,Start Date/Time of Substance Use,Char,,,ISO 8601 datetime or interval,Timing,Start date/time of the substance use represented in ISO 8601 character format.,Perm
Interventions,SU,28,SUENDTC,End Date/Time of Substance Use,Char,,,ISO 8601 datetime or interval,Timing,End date/time of the substance use represented in ISO 8601 character format.,Perm
Interventions,SU,29,SUSTDY,Study Day of Start of Substance Use,Num,,,,Timing,Study day of start of substance use relative to the sponsor-defined RFSTDTC.,Perm
Interventions,SU,30,SUENDY,Study Day of End of Substance Use,Num,,,,Timing,Study day of end of substance use relative to the sponsor-defined RFSTDTC.,Perm
Interventions,SU,31,SUDUR,Duration of Substance Use,Char,,,ISO 8601 duration,Timing,Collected duration of substance use in ISO 8601 format. Used only if collected on the CRF and not derived from start and end date/times.,Perm
Interventions,SU,32,SUSTRF,Start Relative to Reference Period,Char,C66728,,,Timing,"Describes the start of the substance use relative to the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point (represented by RFSTDTC and RFENDTC in Demographics). If information such as ""PRIOR"" was collected, this information may be translated into SUSTRF. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.",Perm
Interventions,SU,33,SUENRF,End Relative to Reference Period,Char,C66728,,,Timing,"Describes the end of the substance use with relative to the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point (represented by RFSTDTC and RFENDTC in Demographics). If information such as ""PRIOR"", ""ONGOING"", or ""CONTINUING"" was collected, this information may be translated into SUENRF. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.",Perm
Interventions,SU,34,SUSTRTPT,Start Relative to Reference Time Point,Char,C66728,,,Timing,"Identifies the start of the substance as being before or after the reference time point defined by variable SUSTTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7 , Use of Relative Timing Variables.",Perm
Interventions,SU,35,SUSTTPT,Start Reference Time Point,Char,,,,Timing,"Description or date/time in ISO 8601 character format of the reference point referred to by SUSTRTPT. Examples: ""2003-12-15"", ""VISIT 1"".",Perm
Interventions,SU,36,SUENRTPT,End Relative to Reference Time Point,Char,C66728,,,Timing,"Identifies the end of the substance as being before or after the reference time point defined by variable SUENTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7 , Use of Relative Timing Variables.",Perm
Interventions,SU,37,SUENTPT,End Reference Time Point,Char,,,,Timing,"Description or date/time in ISO 8601 character format of the reference point referred to by SUENRTPT. Examples: ""2003-12-25"", ""VISIT 2"".",Perm
Events,AE,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Events,AE,2,DOMAIN,Domain Abbreviation,Char,,AE,,Identifier,Two-character abbreviation for the domain.,Req
Events,AE,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Events,AE,4,SPDEVID,Sponsor Device Identifier,Char,,,,Identifier,A sequence of characters used by the sponsor to uniquely identify a specific device. Used to represent a device associated in some way with the adverse event. SPDEVID values are defined in the Device Identifiers (DI) domain.,Perm
Events,AE,5,AESEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Events,AE,6,AEGRPID,Group ID,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject.,Perm
Events,AE,7,AEREFID,Reference ID,Char,,,,Identifier,Internal or external identifier such as a serial number on an SAE reporting form.,Perm
Events,AE,8,AESPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined identifier. It may be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on an Adverse Events CRF page.,Perm
Events,AE,9,AETERM,Reported Term for the Adverse Event,Char,,,,Topic,Verbatim name of the event.,Req
Events,AE,10,AEMODIFY,Modified Reported Term,Char,,,,Synonym Qualifier,"If AETERM is modified to facilitate coding, then AEMODIFY will contain the modified text.",Perm
Events,AE,11,AELLT,Lowest Level Term,Char,,,MedDRA,Variable Qualifier,Dictionary-derived text description of the lowest level term.,Exp
Events,AE,12,AELLTCD,Lowest Level Term Code,Num,,,MedDRA,Variable Qualifier,Dictionary-derived code for the lowest level term.,Exp
Events,AE,13,AEDECOD,Dictionary-Derived Term,Char,,,MedDRA,Synonym Qualifier,Dictionary-derived text description of AETERM or AEMODIFY. Equivalent to the Preferred Term (PT in MedDRA). The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the external codelist element in the Define-XML document.,Req
Events,AE,14,AEPTCD,Preferred Term Code,Num,,,MedDRA,Variable Qualifier,Dictionary-derived code for the preferred term.,Exp
Events,AE,15,AEHLT,High Level Term,Char,,,MedDRA,Variable Qualifier,Dictionary-derived text description of the high level term for the primary system organ class (SOC).,Exp
Events,AE,16,AEHLTCD,High Level Term Code,Num,,,MedDRA,Variable Qualifier,Dictionary-derived code for the high level term for the primary SOC.,Exp
Events,AE,17,AEHLGT,High Level Group Term,Char,,,MedDRA,Variable Qualifier,Dictionary-derived text description of the high level group term for the primary SOC.,Exp
Events,AE,18,AEHLGTCD,High Level Group Term Code,Num,,,MedDRA,Variable Qualifier,Dictionary-derived code for the high level group term for the primary SOC.,Exp
Events,AE,19,AECAT,Category for Adverse Event,Char,,,,Grouping Qualifier,"Used to define a category of related records. Examples: ""BLEEDING"", ""NEUROPSYCHIATRIC"".",Perm
Events,AE,20,AESCAT,Subcategory for Adverse Event,Char,,,,Grouping Qualifier,"A further categorization of adverse event. Example: ""NEUROLOGIC"".",Perm
Events,AE,21,AEPRESP,Pre-Specified Adverse Event,Char,C66742,,,Variable Qualifier,"A value of ""Y"" indicates that this adverse event was prespecified on the CRF. Values are null for spontaneously reported events (i.e., those collected as free-text verbatim terms).",Perm
Events,AE,22,AEBODSYS,Body System or Organ Class,Char,,,,Record Qualifier,"Dictionary derived. Body system or organ class used by the sponsor from the coding dictionary (e.g., MedDRA). When using a multi-axial dictionary such as MedDRA, this should contain the SOC used for the sponsor's analyses and summary tables, which may not necessarily be the primary SOC.",Exp
Events,AE,23,AEBDSYCD,Body System or Organ Class Code,Num,,,MedDRA,Variable Qualifier,"Dictionary derived. Code for the body system or organ class used by the sponsor. When using a multi-axial dictionary such as MedDRA, this should contain the SOC used for the sponsor's analyses and summary tables, which may not necessarily be the primary SOC.",Exp
Events,AE,24,AESOC,Primary System Organ Class,Char,,,MedDRA,Variable Qualifier,Dictionary-derived text description of the primary SOC. Will be the same as AEBODSYS if the primary SOC was used for analysis.,Exp
Events,AE,25,AESOCCD,Primary System Organ Class Code,Num,,,MedDRA,Variable Qualifier,Dictionary-derived code for the primary SOC. Will be the same as AEBDSYCD if the primary SOC was used for analysis.,Exp
Events,AE,26,AELOC,Location of Event,Char,C74456,,,Record Qualifier,"Describes anatomical location relevant for the event (e.g., ""ARM"" for skin rash).",Perm
Events,AE,27,AESEV,Severity/Intensity,Char,C66769,,,Record Qualifier,"The severity or intensity of the event. Examples: ""MILD"", ""MODERATE"", ""SEVERE"".",Perm
Events,AE,28,AESER,Serious Event,Char,C66742,,,Record Qualifier,"Is this a serious event? Valid values are ""Y"" and ""N"".",Exp
Events,AE,29,AEACN,Action Taken with Study Treatment,Char,C66767,,,Record Qualifier,"Describes changes to the study treatment as a result of the event. AEACN is specifically for the relationship to study treatment. AEACNOTH is for actions unrelated to dose adjustments of study treatment. Examples of AEACN values include ICH E2B values: ""DRUG WITHDRAWN"", ""DOSE REDUCED"", ""DOSE INCREASED"", ""DOSE NOT CHANGED"", ""UNKNOWN"" and ""NOT APPLICABLE"".",Exp
Events,AE,30,AEACNOTH,Other Action Taken,Char,,,,Record Qualifier,"Describes other actions taken as a result of the event that are unrelated to dose adjustments of study treatment. Usually reported as free text. Example: ""TREATMENT UNBLINDED. PRIMARY CARE PHYSICIAN NOTIFIED"".",Perm
Events,AE,31,AEACNDEV,Action Taken with Device,Char,C111110,,,Record Qualifier,An action taken with a device as the result of the event. The device may or may not be a device under study.,Perm
Events,AE,32,AEREL,Causality,Char,,,,Record Qualifier,"Records the investigator's opinion as to the causality of the event to the treatment. ICH does not establish any required or recommended terms for non-device relatedness. ICH E2A and E2B examples include (up-cased here for alignment to SDTM conventions) terms such as ""NOT RELATED"", ""UNLIKELY RELATED"", ""POSSIBLY RELATED"", ""RELATED"", but these example terms do not establish any conventions or expectations. Controlled terminology may be defined in the future. Check with regulatory authority for population of this variable.",Exp
Events,AE,33,AERLDEV,Relationship of Event to Device,Char,,,,Record Qualifier,"A judgment as to the likelihood that the device caused the adverse event. The relationship is to a device identified in the data (i.e., has an SPDEVID). The device may be ancillary or under study. \n Terminology: \n * In the EU, follow the European Commission Guidelines on Medical Devices, Clinical Investigations: SAE Reporting (MEDDEV 2.7/3) (e.g., Not Related, Unlikely, Possible, Probable, Causal Relationship), with device-specific definitions. \n * No required Controlled Terminology in US.",Perm
Events,AE,34,AERELNST,Relationship to Non-Study Treatment,Char,,,,Record Qualifier,"Records the investigator's opinion as to whether the event may have been due to a treatment other than study drug. May be reported as free text. Example: ""MORE LIKELY RELATED TO ASPIRIN USE"".",Perm
Events,AE,35,AEPATT,Pattern of Adverse Event,Char,,,,Record Qualifier,"Used to indicate the pattern of the event over time. Examples: ""INTERMITTENT"", ""CONTINUOUS"", ""SINGLE EVENT"".",Perm
Events,AE,36,AEOUT,Outcome of Adverse Event,Char,C66768,,,Record Qualifier,Description of the outcome of an event.,Perm
Events,AE,37,AESCAN,Involves Cancer,Char,C66742,,,Record Qualifier,"Was the serious event associated with the development of cancer? Valid values are ""Y"" and ""N"". This is a legacy seriousness criterion. It is not included in ICH E2A or E2B.",Perm
Events,AE,38,AESCONG,Congenital Anomaly or Birth Defect,Char,C66742,,,Record Qualifier,"Was the serious event associated with congenital anomaly or birth defect? Valid values are ""Y"" and ""N"".",Perm
Events,AE,39,AESDISAB,Persist or Signif Disability/Incapacity,Char,C66742,,,Record Qualifier,"Did the serious event result in persistent or significant disability/incapacity? Valid values are ""Y"" and ""N"".",Perm
Events,AE,40,AESDTH,Results in Death,Char,C66742,,,Record Qualifier,"Did the serious event result in death? Valid values are ""Y"" and ""N"".",Perm
Events,AE,41,AESHOSP,Requires or Prolongs Hospitalization,Char,C66742,,,Record Qualifier,"Did the serious event require or prolong hospitalization? Valid values are ""Y"" and ""N"".",Perm
Events,AE,42,AESLIFE,Is Life Threatening,Char,C66742,,,Record Qualifier,"Was the serious event life-threatening? Valid values are ""Y"" and ""N"".",Perm
Events,AE,43,AESOD,Occurred with Overdose,Char,C66742,,,Record Qualifier,"Did the serious event occur with an overdose? Valid values are ""Y"" and ""N"". This is a legacy seriousness criterion. It is not included in ICH E2A or E2B.",Perm
Events,AE,44,AESMIE,Other Medically Important Serious Event,Char,C66742,,,Record Qualifier,"Do additional categories for seriousness apply? Valid values are ""Y"" and ""N"".",Perm
Events,AE,45,AESINTV,Needs Intervention to Prevent Impairment,Char,C66742,,,Record Qualifier,"Records whether medical or surgical intervention was necessary to preclude permanent impairment of a body function, or to prevent permanent damage to a body structure, with either situation suspected to be due to the use of a medical product. This variable is used in conjunction with the other ""seriousness"" variables (e.g., fatal, life-threatening). It is part of the US federal government definition of a serious adverse event; see 21 CFR Part 803.3(w)(3).",Perm
Events,AE,46,AEUNANT,Unanticipated Adverse Device Effect,Char,C66742,,,Record Qualifier,"Any serious adverse effect on health or safety or any life-threatening problem or death caused by or associated with a device, if that effect, problem, or death was not previously identified in nature, severity, or degree of incidence in the investigational plan or application (including a supplementary plan or application), \n or \n any other unanticipated serious problem associated with a device that relates to the rights, safety, or welfare of subjects. (21 CFR Part 812.3(s)). \n This variable applies only to serious AEs and should hold collected data; if the value is derived, it should be held in ADaM.",Perm
Events,AE,47,AERLPRT,Rel of AE to Non-Dev-Rel Study Activity,Char,,,,Record Qualifier,"The investigator's opinion as to the causality of the event as related to other protocol-required activities, actions, or assessments (e.g., medication changes, tests/assessments, other procedures). The relationship is to a protocol-specified, non-device-related activity where the device is identified in the data (i.e., has an SPDEVID). The device may be ancillary or under study. \n Terminology: \n * In the EU, follow the European Commission Guidelines on Medical Devices, Clinical Investigations: SAE Reporting (MEDDEV 2.7/3) (e.g., Not Related, Unlikely, Possible, Probable, Causal Relationship), with device-specific definitions. \n * No required Controlled Terminology in US.",Perm
Events,AE,48,AERLPRC,Rel of AE to Device-Related Procedure,Char,,,,Record Qualifier,"The investigator's opinion as to the likelihood that the device-related study procedure (e.g., implant/insertion, revision/adjustment, explant/removal) caused the AE. The relationship is to a device-related procedure where the device is identified in the data (i.e., has an SPDEVID). The device may be ancillary or under study. \n Terminology: \n * In the EU, follow the European Commission Guidelines on Medical Devices, Clinical Investigations: SAE Reporting (MEDDEV 2.7/3) (e.g., Not Related, Unlikely, Possible, Probable, Causal Relationship), with device-specific definitions. \n * No required Controlled Terminology in US.",Perm
Events,AE,49,AECONTRT,Concomitant or Additional Trtmnt Given,Char,C66742,,,Record Qualifier,"Was another treatment given because of the occurrence of the event? Valid values are ""Y"" and ""N"".",Perm
Events,AE,50,AETOXGR,Standard Toxicity Grade,Char,,,,Record Qualifier,"Toxicity grade according to a standard toxicity scale (e.g., Common Terminology Criteria for Adverse Events, CTCAE). Sponsors should specify the name of the scale and version used in the metadata (see assumption 7d). If value is from a numeric scale, represent only the number (e.g., ""2"", not ""Grade 2"").",Perm
Events,AE,51,TAETORD,Planned Order of Element within Arm,Num,,,,Timing,Number that gives the planned order of the element within the arm.,Perm
Events,AE,52,EPOCH,Epoch,Char,C99079,,,Timing,"Epoch associated with the start date/time of the adverse event. Examples: ""SCREENING"", ""TREATMENT"", ""FOLLOW-UP"".",Perm
Events,AE,53,AESTDTC,Start Date/Time of Adverse Event,Char,,,ISO 8601 datetime or interval,Timing,Start date/time of the adverse event represented in ISO 8601 character format.,Exp
Events,AE,54,AEENDTC,End Date/Time of Adverse Event,Char,,,ISO 8601 datetime or interval,Timing,End date/time of the adverse event represented in ISO 8601 character format.,Exp
Events,AE,55,AESTDY,Study Day of Start of Adverse Event,Num,,,,Timing,Study day of start of adverse event relative to the sponsor-defined RFSTDTC.,Perm
Events,AE,56,AEENDY,Study Day of End of Adverse Event,Num,,,,Timing,Study day of end of event relative to the sponsor-defined RFSTDTC.,Perm
Events,AE,57,AEDUR,Duration of Adverse Event,Char,,,ISO 8601 duration,Timing,"Collected duration and unit of an adverse event. Used only if collected on the CRF and not derived from start and end date/times. Example: ""P1DT2H"" (for 1 day, 2 hours).",Perm
Events,AE,58,AEENRF,End Relative to Reference Period,Char,C66728,,,Timing,"Describes the end of the event relative to the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point (RFSTDTC) and a discrete ending point (RFENDTC) of the trial. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.",Perm
Events,AE,59,AEENRTPT,End Relative to Reference Time Point,Char,C66728,,,Timing,"Identifies the end of the event as being before or after the reference time point defined by variable AEENTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.",Perm
Events,AE,60,AEENTPT,End Reference Time Point,Char,,,,Timing,"Description of date/time in ISO 8601 character format of the reference point referred to by AEENRTPT. Examples: ""2003-12-25"", ""VISIT 2"".",Perm
Events,BE,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Events,BE,2,DOMAIN,Domain Abbreviation,Char,,BE,,Identifier,Two-character abbreviation for the domain.,Req
Events,BE,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Events,BE,4,SPDEVID,Sponsor Device Identifier,Char,,,,Identifier,Sponsor-defined identifier for a device.,Perm
Events,BE,5,BESEQ,Sequence Number,Num,,,,Identifier,Sequence number to ensure uniqueness of records within a dataset for a subject. May be any valid number (including decimals) and does not have to start at 1.,Req
Events,BE,6,BEGRPID,Group ID,Char,,,,Identifier,"Optional group identifier, used to link together a block of related records within a subject in a domain.",Perm
Events,BE,7,BEREFID,Reference ID,Char,,,,Identifier,Internal or external identifier for the specimen affected or created by the event.,Exp
Events,BE,8,BESPID,Sponsor-Defined Identifier,Char,,,,Identifier,Optional sponsor-defined reference number. Example: Line number on a CRF page.,Perm
Events,BE,9,BETERM,Reported Term for the Biospecimen Event,Char,,,,Topic,"Topic variable for an event observation, which is the verbatim or pre-specified name of the event.",Req
Events,BE,10,BEMODIFY,Modified Reported Term,Char,,,,Synonym Qualifier,"If the value for BETERM is modified for coding purposes, then the modified text is placed here.",Perm
Events,BE,11,BEDECOD,Dictionary-Derived Term,Char,C124297,,,Synonym Qualifier,"Dictionary-derived text description of BETERM or BEMODIFY, if applicable.",Perm
Events,BE,12,BECAT,Category for Biospecimen Event,Char,,,,Grouping Qualifier,"Used to define a category of topic-variable values. Example: COLLECTION, PREPARATION, TRANSPORT.",Perm
Events,BE,13,BESCAT,Subcategory for Biospecimen Event,Char,,,,Grouping Qualifier,A further categorization of BECAT values.,Perm
Events,BE,14,BELOC,Anatomical Location of Event,Char,C74456,,,Record Qualifier,"Describes the anatomical location relevant for the event (e.g. BRAIN, LUNG).",Perm
Events,BE,15,BEPARTY,Accountable Party,Char,,,,Record Qualifier,"Party accountable for the transferable object (e.g. specimen) as a result of the activity performed in the associated BETERM variable. The party could be an individual (e.g., subject), an organization (e.g., sponsor), or a location that is a proxy for an individual or organization (e.g., site). It is usually a somewhat general term that is further identified in the BEPRTYID variable.",Perm
Events,BE,16,BEPRTYID,Identification of Accountable Party,Char,,,,Record Qualifier,Identification of the specific party accountable for the transferable object (e.g. Specimen) after the action in BETERM is taken. Used in conjunction with BEPARTY.,Perm
Events,BE,17,VISITNUM,Visit Number,Num,,,,Timing,"Clinical encounter number. Numeric version of VISIT, used for sorting.",Exp
Events,BE,18,VISIT,Visit Name,Char,,,,Timing,Protocol-defined description of clinical encounter.,Perm
Events,BE,19,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of VISIT. Should be an integer.,Perm
Events,BE,20,BEDTC,Date/Time of Specimen Collection,Char,,,ISO 8601 datetime or interval,Timing,Date and time of specimen collection.,Exp
Events,BE,21,BESTDTC,Start Date/Time of Biospecimen Event,Char,,,ISO 8601 datetime or interval,Timing,Start date/time of the event.,Exp
Events,BE,22,BEENDTC,End Date/Time of Biospecimen Event,Char,,,ISO 8601 datetime or interval,Timing,End date/time of the event.,Exp
Events,BE,23,BESTDY,Study Day of Start of Biospecimen Event,Num,,,,Timing,Actual study day of start of observation expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.,Perm
Events,BE,24,BEENDY,Study Day of End of Biospecimen Event,Num,,,,Timing,Actual study day of end of observation expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.,Perm
Events,BE,25,BEDUR,Duration of Biospecimen Event,Char,,,ISO 8601 duration,Timing,"Collected duration and unit of a biospecimen event. Used only if collected on the CRF and not derived from start and end date/times. Example: P1DT2H (for 1 day, 2 hours).",Perm
Events,CE,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Events,CE,2,DOMAIN,Domain Abbreviation,Char,,CE,,Identifier,Two-character abbreviation for the domain.,Req
Events,CE,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Events,CE,4,CESEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Events,CE,5,CEGRPID,Group ID,Char,,,,Identifier,Used to link together a block of related records for a subject within a domain.,Perm
Events,CE,6,CEREFID,Reference ID,Char,,,,Identifier,"Internal or external identifier (e.g., lab specimen ID, UUID for an ECG waveform or medical image).",Perm
Events,CE,7,CESPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined identifier.,Perm
Events,CE,8,CETERM,Reported Term for the Clinical Event,Char,,,,Topic,Term for the medical condition or event. Most likely preprinted on CRF.,Req
Events,CE,9,CEDECOD,Dictionary-Derived Term,Char,,,,Synonym Qualifier,Controlled terminology for the name of the clinical event. The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the external codelist element in the Define-XML document.,Perm
